ID,Q1_SSC_GPA,Q2_Secondary_School_Name,EIIN,Q3_School_Location,A1_Gender,A2_Home_Location,A3_Group_Type,A4_Medium_of_Education,B1_Monthly_Family_Income,B2_Father_Education,B3_Mother_Education,B4_Father_Occupation,B5_Received_Stipend,B6_Quiet_Study_Place_At_Home,C1_Class_Attendance_Rate,C2_Daily_Self_Study_Hours,C3_Repeated_Any_Class,C4_Regular_Homework_Completion,D1_Private_Tutor_At_Home,D2_Attended_Coaching_Center,D3_Used_Suggestion_Or_Guide_Books,D4_Extra_Classes_At_School,E0_Owned_Smartphone,E1_Internet_Access,E2_Daily_Internet_Usage_Hours,E3_Social_Media_Account,E4_Primary_Purpose_of_Internet,F1_School_Lab_Facility,F2_School_Library_Facility,F3_Departmental_Teacher_Count,F4_Class_Student_Count,G1_Understand_Difficult_Subjects,G2_Confidence_In_Core_Concepts,G3_Master_School_Skills,G4_Perform_Better_Than_Peers,G5_Confidence_In_Exam_Questions,G6_Nervous_Forget_Concepts,G7_Anxious_Insomnia_Before_Exam,G8_Anxious_Under_Pressure_Despite_Studying,G9_Peaceful_During_Exam,G10_Parents_Encouraged_Hard_Work,G11_Family_Interested_In_Progress,G12_Parents_Provided_Study_Materials,G13_Family_Discussed_School_Progress,Appeared,Passed,Pass rate,GPA_5,GPA_%,Appeared_numeric,Passed_numeric,Pass rate_numeric,GPA_%_numeric,Calculated_pass_rate,Pass_rate_difference,Calculated_GPA5_percentage,Calculated_pass_rate_check,Pass_rate_difference_check,G1_Understand_Difficult_Subjects_score,G2_Confidence_In_Core_Concepts_score,G3_Master_School_Skills_score,G4_Perform_Better_Than_Peers_score,G5_Confidence_In_Exam_Questions_score,G6_Nervous_Forget_Concepts_score,G7_Anxious_Insomnia_Before_Exam_score,G8_Anxious_Under_Pressure_Despite_Studying_score,G9_Peaceful_During_Exam_score,G10_Parents_Encouraged_Hard_Work_score,G11_Family_Interested_In_Progress_score,G12_Parents_Provided_Study_Materials_score,G13_Family_Discussed_School_Progress_score,G9_Peaceful_During_Exam_reverse,Academic_Self_Efficacy_Score,Exam_Anxiety_Score,Family_Academic_Support_Score,Target_numeric
158,3.00 - 4.49,Zenith P L Model School,138831,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Primary,Business / Self-employed,No,No,60% - 75%,Less than 2 Hours,No,Sometimes,No,No,Yes,No,No,Yes,2 - 4 Hours,Yes,Social Media / Entertainment,Not Available,Available,5,75,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Disagree,Agree,Neutral,Agree,Agree,66,56,85%,12,22%,66.0,56.0,85.0,22.0,84.84848484848484,0.15151515151515582,21.428571428571427,84.84848484848484,0.15151515151515582,2,3,3,3,3,4,4,5,2,4,3,4,4,4,2.8,4.25,3.75,1
159,4.50 - 5.00,Zenith P L Model School,138831,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,No,Yes,Yes,Less than 2 Hours,Yes,Studying / Educational Content,Not Available,Available,5,75,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Strongly Agree,Agree,66,56,85%,12,22%,66.0,56.0,85.0,22.0,84.84848484848484,0.15151515151515582,21.428571428571427,84.84848484848484,0.15151515151515582,5,5,5,5,5,4,4,4,4,4,3,5,4,2,5.0,3.5,4.0,2
160,4.50 - 5.00,Zenith P L Model School,138831,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,Yes,Yes,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Available,5,75,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,66,56,85%,12,22%,66.0,56.0,85.0,22.0,84.84848484848484,0.15151515151515582,21.428571428571427,84.84848484848484,0.15151515151515582,4,4,4,4,4,3,3,3,2,4,4,4,4,4,4.0,3.25,4.0,2
161,3.00 - 4.49,Zenith P L Model School,138831,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,No,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Social Media / Entertainment,Not Available,Available,5,75,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Neutral,66,56,85%,12,22%,66.0,56.0,85.0,22.0,84.84848484848484,0.15151515151515582,21.428571428571427,84.84848484848484,0.15151515151515582,4,4,4,4,4,4,4,4,2,4,4,5,3,4,4.0,4.0,4.0,1
162,3.00 - 4.49,Zenith P L Model School,138831,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,No,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Social Media / Entertainment,Not Available,Available,5,75,Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Disagree,Agree,Agree,Agree,Agree,66,56,85%,12,22%,66.0,56.0,85.0,22.0,84.84848484848484,0.15151515151515582,21.428571428571427,84.84848484848484,0.15151515151515582,2,2,2,3,3,4,4,3,2,4,4,4,4,4,2.4,3.75,4.0,1
163,4.50 - 5.00,Zenith P L Model School,138831,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Above 40000 TK,Higher Secondary (HSC) or Above,Higher Secondary (HSC) or Above,Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,Yes,No,Yes,Less than 2 Hours,No,Studying / Educational Content,Not Available,Available,5,75,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,66,56,85%,12,22%,66.0,56.0,85.0,22.0,84.84848484848484,0.15151515151515582,21.428571428571427,84.84848484848484,0.15151515151515582,4,4,3,3,4,2,3,4,3,5,5,5,5,3,3.6,3.0,5.0,2
164,3.00 - 4.49,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Female,Rural Area,Commerce,Bangla Medium,Below 15000 TK,Secondary (SSC or Below),Primary,Job (Government or Private),Yes,Yes,60% - 75%,2 - 4 Hours,No,Sometimes,No,No,Yes,No,Yes,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Available,7,100,Agree,Neutral,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree,Disagree,Disagree,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,4,3,2,2,4,5,5,5,2,4,2,2,2,4,3.0,4.75,2.5,1
165,4.50 - 5.00,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Female,Rural Area,Commerce,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),Yes,Yes,75% or Above,2 - 4 Hours,No,Always,Yes,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Available,7,100,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,5,4,4,4,4,4,5,4,2,5,5,5,4,4,4.2,4.25,4.75,2
166,3.00 - 4.49,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Male,Rural Area,Commerce,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Others,No,No,75% or Above,Less than 2 Hours,No,Sometimes,No,No,Yes,Yes,Yes,Yes,Less than 2 Hours,No,Both Equally,Not Available,Available,7,100,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,2,5,5,5,5,4,3,4,4,5,5,5,2,2,4.4,3.25,4.25,1
167,3.00 - 4.49,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Female,Rural Area,Commerce,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Others,No,Yes,75% or Above,2 - 4 Hours,No,Sometimes,No,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Available,7,100,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,4,4,4,4,3,4,4,3,4,4,5,4,4,2,3.8,3.25,4.25,1
168,4.50 - 5.00,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Female,Rural Area,Commerce,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),Yes,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,No,No,No,Never_Use,No,Never_USe,Not Available,Available,7,100,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Neutral,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,4,4,4,4,3,4,4,4,3,4,4,4,3,3,3.8,3.75,3.75,2
169,3.00 - 4.49,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Female,Rural Area,Arts (Humanities),Bangla Medium,15000 - 40000 TK,Primary,Secondary (SSC or Below),Job (Government or Private),Yes,Yes,Below 60%,2 - 4 Hours,No,Sometimes,No,No,Yes,No,No,No,Never_Use,No,Never_USe,Not Available,Available,3,16,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Agree,Disagree,Neutral,Neutral,Agree,Neutral,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,2,3,3,2,2,4,4,4,2,3,3,4,3,4,2.4,4.0,3.25,1
170,Below 3.00,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Male,Rural Area,Arts (Humanities),Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,No,Below 60%,Less than 2 Hours,No,Very Low / Rarely,No,No,Yes,No,No,Yes,More than 4 Hours,No,Social Media / Entertainment,Not Available,Available,3,16,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Neutral,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,2,2,3,2,2,4,2,4,2,4,1,5,3,4,2.2,3.5,3.25,0
171,4.50 - 5.00,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Female,Rural Area,Science,Bangla Medium,Below 15000 TK,Primary,Secondary (SSC or Below),Agriculture,Yes,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Available,6,90,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,3,5,5,5,4,4,2,4,5,5,5,5,5,1,4.4,2.75,5.0,2
172,4.50 - 5.00,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Female,Rural Area,Commerce,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Others,No,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,Yes,Yes,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Available,7,100,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Neutral,Strongly Agree,Agree,Agree,Agree,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,4,4,4,4,3,3,3,2,3,5,4,4,4,3,3.8,2.75,4.25,2
173,4.50 - 5.00,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Female,Rural Area,Commerce,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,No,No,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Available,7,100,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,5,4,4,4,4,3,3,3,5,5,5,5,4,1,4.2,2.5,4.75,2
174,3.00 - 4.49,Vasha Shaheed Abdul Jabber Ansar VDP School and College,109086,Town/City (Urban),Female,Urban Area,Commerce,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,No,60% - 75%,2 - 4 Hours,No,Sometimes,Yes,No,Yes,No,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Available,Not Available,5,40,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Agree,Agree,236,230,97%,97,44%,236.0,230.0,97.0,44.0,97.45762711864407,-0.45762711864406924,42.173913043478265,97.45762711864407,-0.45762711864406924,1,1,1,3,4,3,2,5,2,5,4,4,4,4,2.0,3.5,4.25,1
175,3.00 - 4.49,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Female,Rural Area,Commerce,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Primary,Business / Self-employed,No,Yes,60% - 75%,2 - 4 Hours,Yes,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Less than 2 Hours,Yes,Social Media / Entertainment,Not Available,Available,7,100,Agree,Agree,Agree,Disagree,Agree,Neutral,Disagree,Disagree,Agree,Agree,Agree,Agree,Neutral,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,4,4,4,2,4,3,2,2,4,4,4,4,3,2,3.6,2.25,3.75,1
176,3.00 - 4.49,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Female,Rural Area,Commerce,Bangla Medium,Above 40000 TK,Higher Secondary (HSC) or Above,Higher Secondary (HSC) or Above,Business / Self-employed,No,Yes,75% or Above,2 - 4 Hours,No,Sometimes,No,No,Yes,No,Yes,Yes,2 - 4 Hours,Yes,Both Equally,Not Available,Available,7,100,Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,4,4,3,3,4,2,2,2,3,4,4,4,4,3,3.6,2.25,4.0,1
177,4.50 - 5.00,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Female,Rural Area,Science,Bangla Medium,Below 15000 TK,Secondary (SSC or Below),Primary,Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,No,No,Yes,Yes,No,Yes,Less than 2 Hours,Yes,Studying / Educational Content,Not Available,Available,6,90,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,4,4,4,4,4,2,2,2,4,4,4,4,4,2,4.0,2.0,4.0,2
178,3.00 - 4.49,Gosatra Dr. Jalilur Rahman High School,109095,Village (Rural),Male,Rural Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,2 - 4 Hours,No,Sometimes,Yes,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Not Available,Available,6,90,Agree,Disagree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,158,122,77%,6,5%,158.0,122.0,77.0,5.0,77.21518987341773,-0.215189873417728,4.918032786885246,77.21518987341773,-0.215189873417728,4,2,3,3,3,4,4,4,2,4,4,4,4,4,3.0,4.0,4.0,1
179,4.50 - 5.00,Mouchak Ideal Junior Public School,134337,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Above 40000 TK,Higher Secondary (HSC) or Above,Higher Secondary (HSC) or Above,Business / Self-employed,Yes,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,No,Yes,Yes,Less than 2 Hours,Yes,Studying / Educational Content,Available,Available,6,70,Strongly Agree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,257,223,87%,24,10%,257.0,223.0,87.0,10.0,86.7704280155642,0.2295719844357933,10.762331838565023,86.7704280155642,0.2295719844357933,5,3,4,4,4,3,2,2,3,5,5,5,5,3,4.0,2.5,5.0,2
180,3.00 - 4.49,Mouchak Ideal Junior Public School,134337,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Primary,Secondary (SSC or Below),Others,No,No,75% or Above,2 - 4 Hours,Yes,Sometimes,No,No,No,No,Yes,Yes,Less than 2 Hours,No,Both Equally,Available,Available,6,70,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,257,223,87%,24,10%,257.0,223.0,87.0,10.0,86.7704280155642,0.2295719844357933,10.762331838565023,86.7704280155642,0.2295719844357933,2,3,3,2,3,4,3,4,3,4,4,4,4,3,2.6,3.5,4.0,1
181,3.00 - 4.49,Mouchak Ideal Junior Public School,134337,Town/City (Urban),Female,Rural Area,Science,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,Yes,Yes,75% or Above,Less than 2 Hours,No,Sometimes,Yes,No,Yes,Yes,No,No,Never_Use,No,Never_USe,Available,Available,6,70,Disagree,Agree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,257,223,87%,24,10%,257.0,223.0,87.0,10.0,86.7704280155642,0.2295719844357933,10.762331838565023,86.7704280155642,0.2295719844357933,2,4,2,2,3,4,4,4,4,4,4,4,4,2,2.6,3.5,4.0,1
182,3.00 - 4.49,Mouchak Ideal Junior Public School,134337,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Primary,Business / Self-employed,No,Yes,Below 60%,Less than 2 Hours,No,Always,Yes,No,No,Yes,No,No,Never_Use,No,Never_USe,Available,Available,6,80,Strongly Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,257,223,87%,24,10%,257.0,223.0,87.0,10.0,86.7704280155642,0.2295719844357933,10.762331838565023,86.7704280155642,0.2295719844357933,5,4,4,3,4,5,4,3,3,4,3,4,4,3,4.0,3.75,3.75,1
183,3.00 - 4.49,Mouchak Ideal Junior Public School,134337,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Primary,Others,No,No,75% or Above,2 - 4 Hours,No,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,More than 4 Hours,Yes,Both Equally,Available,Available,6,80,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,257,223,87%,24,10%,257.0,223.0,87.0,10.0,86.7704280155642,0.2295719844357933,10.762331838565023,86.7704280155642,0.2295719844357933,2,2,2,3,4,4,3,4,3,4,4,4,4,3,2.6,3.5,4.0,1
184,4.50 - 5.00,Sripur Pilot High School,109340,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),No,Yes,75% or Above,More than 4 Hours,No,Always,No,No,Yes,Yes,No,No,Never_Use,No,Studying / Educational Content,Not Available,Available,4,50,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,Agree,Agree,Disagree,141,118,84%,39,32%,141.0,118.0,84.0,32.0,83.68794326241135,0.31205673758864805,33.05084745762712,83.68794326241135,0.31205673758864805,4,4,4,4,4,3,3,4,3,4,4,4,2,3,4.0,3.25,3.5,2
185,3.00 - 4.49,Sripur Pilot High School,109340,Town/City (Urban),Male,Rural Area,Commerce,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Business / Self-employed,No,Yes,75% or Above,Less than 2 Hours,No,Sometimes,No,No,Yes,Yes,No,Yes,Never_Use,No,Studying / Educational Content,Not Available,Available,5,40,Agree,Agree,Agree,Neutral,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Disagree,141,118,84%,39,32%,141.0,118.0,84.0,32.0,83.68794326241135,0.31205673758864805,33.05084745762712,83.68794326241135,0.31205673758864805,4,4,4,3,4,2,2,2,4,3,3,3,2,2,3.8,2.0,2.75,1
186,4.50 - 5.00,Sripur Pilot High School,109340,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Business / Self-employed,No,Yes,60% - 75%,Less than 2 Hours,No,Sometimes,No,No,Yes,Yes,Yes,Yes,Less than 2 Hours,Yes,Both Equally,Not Available,Available,4,50,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,141,118,84%,39,32%,141.0,118.0,84.0,32.0,83.68794326241135,0.31205673758864805,33.05084745762712,83.68794326241135,0.31205673758864805,2,4,1,1,1,1,3,3,3,3,3,4,3,3,1.8,2.5,3.25,2
187,4.50 - 5.00,Sripur Pilot High School,109340,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,Above 40000 TK,Higher Secondary (HSC) or Above,Higher Secondary (HSC) or Above,Business / Self-employed,No,Yes,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,No,Yes,Yes,Less than 2 Hours,Yes,Studying / Educational Content,Not Available,Available,4,50,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,141,118,84%,39,32%,141.0,118.0,84.0,32.0,83.68794326241135,0.31205673758864805,33.05084745762712,83.68794326241135,0.31205673758864805,5,5,4,5,5,5,5,5,1,5,5,5,3,5,4.8,5.0,4.5,2
188,3.00 - 4.49,Sripur Pilot High School,109340,Town/City (Urban),Male,Urban Area,Commerce,Bangla Medium,Above 40000 TK,Secondary (SSC or Below),Higher Secondary (HSC) or Above,Job (Government or Private),No,Yes,75% or Above,Less than 2 Hours,No,Sometimes,No,Yes,Yes,Yes,Yes,Yes,Less than 2 Hours,Yes,Studying / Educational Content,Not Available,Available,5,40,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,141,118,84%,39,32%,141.0,118.0,84.0,32.0,83.68794326241135,0.31205673758864805,33.05084745762712,83.68794326241135,0.31205673758864805,4,4,4,4,4,2,2,2,4,4,4,4,2,2,4.0,2.0,3.5,1
189,3.00 - 4.49,Sripur Pilot High School,109340,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,Above 40000 TK,Higher Secondary (HSC) or Above,Higher Secondary (HSC) or Above,Job (Government or Private),No,Yes,75% or Above,2 - 4 Hours,No,Very Low / Rarely,Yes,Yes,Yes,Yes,No,Yes,Less than 2 Hours,No,Both Equally,Not Available,Available,4,95,Neutral,Agree,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,141,118,84%,39,32%,141.0,118.0,84.0,32.0,83.68794326241135,0.31205673758864805,33.05084745762712,83.68794326241135,0.31205673758864805,3,4,4,4,4,2,3,5,2,4,4,4,2,4,3.8,3.5,3.5,1
190,3.00 - 4.49,Bhawal Mirzapur Public School And College v,134109,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),No Institutional Education,Job (Government or Private),No,Yes,75% or Above,2 - 4 Hours,No,Always,No,No,Yes,No,Yes,Yes,Less than 2 Hours,No,Both Equally,Not Available,Not Available,3,30,Agree,Agree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,Agree,Neutral,75,66,88%,12,17%,75.0,66.0,88.0,17.0,88.0,0.0,18.181818181818183,88.0,0.0,4,4,3,4,4,2,3,4,3,4,3,4,3,3,3.8,3.0,3.5,1
191,3.00 - 4.49,Bhawal Mirzapur Public School And College v,134109,Town/City (Urban),Male,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Unemployed,No,Yes,75% or Above,Less than 2 Hours,No,Sometimes,Yes,No,Yes,No,No,No,Never_Use,No,Never_USe,Not Available,Not Available,3,30,Neutral,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,75,66,88%,12,17%,75.0,66.0,88.0,17.0,88.0,0.0,18.181818181818183,88.0,0.0,3,4,4,4,4,3,3,4,3,3,3,3,3,3,3.8,3.25,3.0,1
192,4.50 - 5.00,Bhawal Mirzapur Public School And College v,134109,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Higher Secondary (HSC) or Above,Secondary (SSC or Below),Job (Government or Private),No,Yes,60% - 75%,2 - 4 Hours,No,Always,No,No,Yes,Yes,No,Yes,Less than 2 Hours,No,Social Media / Entertainment,Not Available,Not Available,3,50,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,75,66,88%,12,17%,75.0,66.0,88.0,17.0,88.0,0.0,18.181818181818183,88.0,0.0,2,3,3,2,2,2,3,2,2,2,2,2,2,4,2.4,2.75,2.0,2
193,4.50 - 5.00,Bhawal Mirzapur Public School And College v,134109,Town/City (Urban),Female,Urban Area,Science,Bangla Medium,15000 - 40000 TK,Secondary (SSC or Below),Secondary (SSC or Below),Job (Government or Private),No,No,75% or Above,More than 4 Hours,No,Always,Yes,No,Yes,Yes,Yes,Yes,2 - 4 Hours,Yes,Studying / Educational Content,Not Available,Not Available,3,50,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Neutral,Neutral,75,66,88%,12,17%,75.0,66.0,88.0,17.0,88.0,0.0,18.181818181818183,88.0,0.0,4,4,3,4,4,3,3,4,2,2,4,3,3,4,3.8,3.5,3.0,2
